id	name	lat	lng
84	NARTCHUQUR DORQUDUQ	39.0447348182314	65.5766341004638
61	NARTCHUQUR CHORAXA	39.0425248477712	65.5770397296588
46	NILUFAR BAR	39.0294011752342	65.5830499444275
70	OBRON BALNITSA	39.028570690188	65.6122717325517
68	OBRON DETISKIY BALNITSA	39.0286010677478	65.615214994934
20	OLON	39.0367953678773	65.5805209794004
92	OQTEPA	39.0965335233595	65.6119276779938
85	OQYO'L	39.0284643816096	65.5688621300507
73	ORIF BAR	39.0624025143739	65.5649782913971
103	PEDKOLEJ	39.03258370856585	65.59813099645353
3	PIKARNI YANGIOBOD	39.0224332685558	65.5708576935578
93	PILAQUM	39.0654461262203	65.5593992966461
24	POST-GAI	39.0302679481236	65.6105372224121
81	PRAKRATURA	39.0561507887823	65.5809545516968
59	PO'LOT MAGAZIN	39.0412481824322	65.5945468901343
25	QUYBOQ	39.0377350896501	65.5609442490387
37	QUYI OBRON	39.0300351049016	65.6116133135461
75	RAVOT	39.0265674204549	65.5866934555817
12	RAVOT TOG' ETAGI	39.0177838921612	65.5836768553783
58	RAYGAZ	39.0380850925497	65.5848738465576
31	REGZOR	39.02506593599393	65.60185140292315
38	SAIDOTA MARKET	39.033256566002	65.5883349674988
66	SARIPUL BOZORCHA	39.0384350937156	65.5844959689663
98	SARIPUL MAHALLA	39.03077170879244	65.5880257355167
91	SARG'AYMA	39.02826254767916	65.58829850051153
28	SOLIQ	39.0461913597958	65.5842399446689
86	SULTONZODALAR	39.0427266523622	65.6030642323497
7	TAHTABOZOR	39.018139713504	65.5681421759315
23	TEMIRCHI GUZAR	39.0338464385423	65.5810926348118
41	TEST OLINMASIN	39.4686403244352	65.1580930975433
60	TOKZOR	39.0280009811892	65.565493275528
82	UMAROTA	39.0524182898429	65.5927991867065
83	UMIDBEK	39.0366529711992	65.6076908111572
69	UCHQIRA	39.0414683276132	65.5852772620707
49	VAGZAL	39.0620531211106	65.5781103867341
90	XONADON CHOYXONA	39.0312026189038	65.6027555465698
89	YANGI HAYOT TO'YXONA	39.0333694759658	65.572521686554
62	YANGI MOLBOZOR	39.0126089589203	65.5655930627351
79	YANGIOBOD	39.0255472407201	65.5690552490997
99	YUQORI OBRON	39.00995021768721	65.63363301954746
42	ZARSAROY	39.0330682186579	65.5832173126984
45	O'RTA OBRON	39.019365838337	65.6224419373322
35	SHABADA	39.027211641074565	65.60648330561659
109	SHAXNOZ DUXTUR	39.054103739834396	65.54987399448886
53	SHIRINBAR	39.0284179267472	65.5825564817105
65	SHODLIK TO'YXONA	39.0299858161951	65.5459785461426
27	SHOHSAROY	39.0321999508449	65.5973633050162
29	SHOQUL OTA	39.0308297729545	65.5835374800951
88	CHINOR	39.0435861451536	65.5466651916504
40	CHORBOG'	39.0825730331471	65.5496499848761
